,,,,MM/DD/YYYY,,Albion; Big RIver,Restoration; Context; Control; Trapping,deeps (bolts & 0-100) or shallows or NA for other sites,,,,,,,m^2,,,enter number,,,,,,Get this from the processor or landing etix sheet               units in kg,Weight of subsampled urchin in bucket          units in kg,Target = purple urchin; Red=red urchin; Bycatch= any bycatch from the subsample; Leftovers= unprocessed from subsample,"strongylocentrotus purpuratus; mesocentrotus franciscanus; For bycatch, list as detailed as you can, common name is ok, just try to be consistent",Always =1 for urchins; Could be different for bycatch,0=good   1=questionable   2=bad,"N for Noyo; C for Caspar, A for Albion, P for Portuguese then unique number for each urchin per restoraiton site",Unique number per day per bin,in grams,in mm,in mm,0=absent 1=present,0=absent 1=present,in grams,0=absent 1=present,Y/N,0=absent 1=present,0=absent 1=present,0=absent 1=present,0=absent 1=present,0=absent 1=present,0=absent 1=present,0=absent 1=present,0=absent 1=present,M/F/U,
LH,,"T. Trumpet, TJ. Trumpet",Autumn Wind,06/26/2024,Mendocino,Big River,Commercial Hand Harvest,13,SW,SE,NA,NA,NA,NA,No,39.301781,-123.801393,2,"urchins scattered on rocks and bottom, very small, no feed, no concentrations ",Pacific Rim,06/26/2024,"TT, TJT",1,230.65,5.5,target,Strongylocentrotus purpuratus,1,0,P,17,11.12,31,13,0,0,NA,NA,N,,NA,NA,NA,NA,NA,NA,NA,U,
LH,,"T. Trumpet, TJ. Trumpet",Autumn Wind,06/26/2024,Mendocino,Big River,Commercial Hand Harvest,13,SW,SE,NA,NA,NA,NA,No,39.301781,-123.801393,2,"urchins scattered on rocks and bottom, very small, no feed, no concentrations ",Pacific Rim,06/26/2024,"TT, TJT",1,230.65,5.5,target,Strongylocentrotus purpuratus,1,0,P,18,37.87,47,19,0,0,NA,NA,N,,NA,NA,NA,NA,NA,NA,NA,U,
LH,,"T. Trumpet, TJ. Trumpet",Autumn Wind,06/26/2024,Mendocino,Big River,Commercial Hand Harvest,13,SW,SE,NA,NA,NA,NA,No,39.301781,-123.801393,2,"urchins scattered on rocks and bottom, very small, no feed, no concentrations ",Pacific Rim,06/26/2024,"TT, TJT",1,230.65,5.5,target,Strongylocentrotus purpuratus,1,0,P,19,50.52,52.5,23,0,0,NA,NA,N,,NA,NA,NA,NA,NA,NA,NA,U,
LH,,"T. Trumpet, TJ. Trumpet",Autumn Wind,06/26/2024,Mendocino,Big River,Commercial Hand Harvest,13,SW,SE,NA,NA,NA,NA,No,39.301781,-123.801393,2,"urchins scattered on rocks and bottom, very small, no feed, no concentrations ",Pacific Rim,06/26/2024,"TT, TJT",1,230.65,5.5,target,Strongylocentrotus purpuratus,1,0,P,20,14.86,35.5,13.5,0,0,NA,NA,N,,NA,NA,NA,NA,NA,NA,NA,U,
LH,,"T. Trumpet, TJ. Trumpet",Autumn Wind,06/26/2024,Mendocino,Big River,Commercial Hand Harvest,13,SW,SE,NA,NA,NA,NA,No,39.301781,-123.801393,2,"urchins scattered on rocks and bottom, very small, no feed, no concentrations ",Pacific Rim,06/26/2024,"TT, TJT",1,230.65,5.5,target,Strongylocentrotus purpuratus,1,0,P,21,52.05,53,23,0,0,NA,NA,N,,NA,NA,NA,NA,NA,NA,NA,U,
LH,,"T. Trumpet, TJ. Trumpet",Autumn Wind,06/26/2024,Mendocino,Big River,Commercial Hand Harvest,13,SW,SE,NA,NA,NA,NA,No,39.301781,-123.801393,2,"urchins scattered on rocks and bottom, very small, no feed, no concentrations ",Pacific Rim,06/26/2024,"TT, TJT",1,230.65,5.5,target,Strongylocentrotus purpuratus,1,0,P,22,74.92,60,28.5,0,0,NA,NA,N,,NA,NA,NA,NA,NA,NA,NA,U,
LH,,"T. Trumpet, TJ. Trumpet",Autumn Wind,06/26/2024,Mendocino,Big River,Commercial Hand Harvest,13,SW,SE,NA,NA,NA,NA,No,39.301781,-123.801393,2,"urchins scattered on rocks and bottom, very small, no feed, no concentrations ",Pacific Rim,06/26/2024,"TT, TJT",1,230.65,5.5,target,Strongylocentrotus purpuratus,1,0,P,23,104.39,65.5,30,0,0,NA,NA,N,,NA,NA,NA,NA,NA,NA,NA,U,
LH,,"T. Trumpet, TJ. Trumpet",Autumn Wind,06/26/2024,Mendocino,Big River,Commercial Hand Harvest,13,SW,SE,NA,NA,NA,NA,No,39.301781,-123.801393,2,"urchins scattered on rocks and bottom, very small, no feed, no concentrations ",Pacific Rim,06/26/2024,"TT, TJT",1,230.65,5.5,target,Strongylocentrotus purpuratus,1,0,P,24,5.78,33,15,0,0,NA,NA,N,,NA,NA,NA,NA,NA,NA,NA,U,
LH,,"T. Trumpet, TJ. Trumpet",Autumn Wind,06/26/2024,Mendocino,Big River,Commercial Hand Harvest,13,SW,SE,NA,NA,NA,NA,No,39.301781,-123.801393,2,"urchins scattered on rocks and bottom, very small, no feed, no concentrations ",Pacific Rim,06/26/2024,"TT, TJT",1,230.65,5.5,target,Strongylocentrotus purpuratus,1,0,P,25,86.96,61,30,0,0,NA,NA,N,,NA,NA,NA,NA,NA,NA,NA,U,
LH,,"T. Trumpet, TJ. Trumpet",Autumn Wind,06/26/2024,Mendocino,Big River,Commercial Hand Harvest,13,SW,SE,NA,NA,NA,NA,No,39.301781,-123.801393,2,"urchins scattered on rocks and bottom, very small, no feed, no concentrations ",Pacific Rim,06/26/2024,"TT, TJT",1,230.65,5.5,target,Strongylocentrotus purpuratus,1,0,P,26,44.99,49,24,0,0,NA,NA,N,,NA,NA,NA,NA,NA,NA,NA,U,
LH,,"T. Trumpet, TJ. Trumpet",Autumn Wind,06/26/2024,Mendocino,Big River,Commercial Hand Harvest,13,SW,SE,NA,NA,NA,NA,No,39.301781,-123.801393,2,"urchins scattered on rocks and bottom, very small, no feed, no concentrations ",Pacific Rim,06/26/2024,"TT, TJT",1,230.65,5.5,target,Strongylocentrotus purpuratus,1,0,P,27,12.13,31,14,0,0,NA,NA,N,,NA,NA,NA,NA,NA,NA,NA,U,
LH,,"T. Trumpet, TJ. Trumpet",Autumn Wind,06/26/2024,Mendocino,Big River,Commercial Hand Harvest,13,SW,SE,NA,NA,NA,NA,No,39.301781,-123.801393,2,"urchins scattered on rocks and bottom, very small, no feed, no concentrations ",Pacific Rim,06/26/2024,"TT, TJT",1,230.65,5.5,target,Strongylocentrotus purpuratus,1,0,P,28,39.09,47,19,0,0,NA,NA,N,,NA,NA,NA,NA,NA,NA,NA,U,
LH,,"T. Trumpet, TJ. Trumpet",Autumn Wind,06/26/2024,Mendocino,Big River,Commercial Hand Harvest,13,SW,SE,NA,NA,NA,NA,No,39.301781,-123.801393,2,"urchins scattered on rocks and bottom, very small, no feed, no concentrations ",Pacific Rim,06/26/2024,"TT, TJT",1,230.65,5.5,target,Strongylocentrotus purpuratus,1,0,P,29,18,36,14,0,0,NA,NA,N,,NA,NA,NA,NA,NA,NA,NA,U,
LH,,"T. Trumpet, TJ. Trumpet",Autumn Wind,06/26/2024,Mendocino,Big River,Commercial Hand Harvest,13,SW,SE,NA,NA,NA,NA,No,39.301781,-123.801393,2,"urchins scattered on rocks and bottom, very small, no feed, no concentrations ",Pacific Rim,06/26/2024,"TT, TJT",1,230.65,5.5,target,Strongylocentrotus purpuratus,1,0,P,30,29.27,42,19,0,0,NA,NA,N,,NA,NA,NA,NA,NA,NA,NA,U,
LH,,"T. Trumpet, TJ. Trumpet",Autumn Wind,06/26/2024,Mendocino,Big River,Commercial Hand Harvest,13,SW,SE,NA,NA,NA,NA,No,39.301781,-123.801393,2,"urchins scattered on rocks and bottom, very small, no feed, no concentrations ",Pacific Rim,06/26/2024,"TT, TJT",1,230.65,5.5,target,Strongylocentrotus purpuratus,1,0,P,31,5.95,24,10.5,0,0,NA,NA,N,,NA,NA,NA,NA,NA,NA,NA,U,
LH,,"T. Trumpet, TJ. Trumpet",Autumn Wind,06/26/2024,Mendocino,Big River,Commercial Hand Harvest,13,SW,SE,NA,NA,NA,NA,No,39.301781,-123.801393,2,"urchins scattered on rocks and bottom, very small, no feed, no concentrations ",Pacific Rim,06/26/2024,"TT, TJT",1,230.65,5.5,target,Strongylocentrotus purpuratus,1,0,P,32,20.3,39,15,0,0,NA,NA,N,,NA,NA,NA,NA,NA,NA,NA,U,
LH,,"T. Trumpet, TJ. Trumpet",Autumn Wind,06/26/2024,Mendocino,Big River,Commercial Hand Harvest,13,SW,SE,NA,NA,NA,NA,No,39.301781,-123.801393,2,"urchins scattered on rocks and bottom, very small, no feed, no concentrations ",Pacific Rim,06/26/2024,"TT, TJT",1,230.65,5.5,target,Strongylocentrotus purpuratus,1,0,P,33,9.04,29.5,12,0,0,NA,NA,N,,NA,NA,NA,NA,NA,NA,NA,U,
LH,,"T. Trumpet, TJ. Trumpet",Autumn Wind,06/26/2024,Mendocino,Big River,Commercial Hand Harvest,13,SW,SE,NA,NA,NA,NA,No,39.301781,-123.801393,2,"urchins scattered on rocks and bottom, very small, no feed, no concentrations ",Pacific Rim,06/26/2024,"TT, TJT",1,230.65,5.5,target,Strongylocentrotus purpuratus,1,0,P,34,50.65,50,22,0,0,NA,NA,N,,NA,NA,NA,NA,NA,NA,NA,U,
LH,,"T. Trumpet, TJ. Trumpet",Autumn Wind,06/26/2024,Mendocino,Big River,Commercial Hand Harvest,13,SW,SE,NA,NA,NA,NA,No,39.301781,-123.801393,2,"urchins scattered on rocks and bottom, very small, no feed, no concentrations ",Pacific Rim,06/26/2024,"TT, TJT",1,230.65,5.5,target,Strongylocentrotus purpuratus,1,0,P,35,31.86,43,19,0,0,NA,NA,N,,NA,NA,NA,NA,NA,NA,NA,U,
LH,,"T. Trumpet, TJ. Trumpet",Autumn Wind,06/26/2024,Mendocino,Big River,Commercial Hand Harvest,13,SW,SE,NA,NA,NA,NA,No,39.301781,-123.801393,2,"urchins scattered on rocks and bottom, very small, no feed, no concentrations ",Pacific Rim,06/26/2024,"TT, TJT",1,230.65,5.5,target,Strongylocentrotus purpuratus,1,0,P,36,40.08,46,21,0,0,NA,NA,N,,NA,NA,NA,NA,NA,NA,NA,U,
LH,,"T. Trumpet, TJ. Trumpet",Autumn Wind,06/26/2024,Mendocino,Big River,Commercial Hand Harvest,13,SW,SE,NA,NA,NA,NA,No,39.301781,-123.801393,2,"urchins scattered on rocks and bottom, very small, no feed, no concentrations ",Pacific Rim,06/26/2024,"TT, TJT",1,230.65,5.5,target,Strongylocentrotus purpuratus,1,0,P,37,45.18,48,23,0,0,NA,NA,N,,NA,NA,NA,NA,NA,NA,NA,U,
LH,,"T. Trumpet, TJ. Trumpet",Autumn Wind,06/26/2024,Mendocino,Big River,Commercial Hand Harvest,13,SW,SE,NA,NA,NA,NA,No,39.301781,-123.801393,2,"urchins scattered on rocks and bottom, very small, no feed, no concentrations ",Pacific Rim,06/26/2024,"TT, TJT",1,230.65,5.5,target,Strongylocentrotus purpuratus,1,0,P,38,7.69,26,12,0,0,NA,NA,N,,NA,NA,NA,NA,NA,NA,NA,U,
LH,,"T. Trumpet, TJ. Trumpet",Autumn Wind,06/26/2024,Mendocino,Big River,Commercial Hand Harvest,13,SW,SE,NA,NA,NA,NA,No,39.301781,-123.801393,2,"urchins scattered on rocks and bottom, very small, no feed, no concentrations ",Pacific Rim,06/26/2024,"TT, TJT",1,230.65,5.5,target,Strongylocentrotus purpuratus,1,0,P,39,37.38,47,19.5,0,0,NA,NA,N,,NA,NA,NA,NA,NA,NA,NA,U,
LH,,"T. Trumpet, TJ. Trumpet",Autumn Wind,06/26/2024,Mendocino,Big River,Commercial Hand Harvest,13,SW,SE,NA,NA,NA,NA,No,39.301781,-123.801393,2,"urchins scattered on rocks and bottom, very small, no feed, no concentrations ",Pacific Rim,06/26/2024,"TT, TJT",1,230.65,5.5,target,Strongylocentrotus purpuratus,1,0,P,40,44.09,43,23,0,0,NA,NA,N,,NA,NA,NA,NA,NA,NA,NA,U,
LH,,"T. Trumpet, TJ. Trumpet",Autumn Wind,06/26/2024,Mendocino,Big River,Commercial Hand Harvest,13,SW,SE,NA,NA,NA,NA,No,39.301781,-123.801393,2,"urchins scattered on rocks and bottom, very small, no feed, no concentrations ",Pacific Rim,06/26/2024,"TT, TJT",1,230.65,5.5,target,Strongylocentrotus purpuratus,1,0,P,41,24.41,39,17,0,0,NA,NA,N,,NA,NA,NA,NA,NA,NA,NA,U,
LH,,"T. Trumpet, TJ. Trumpet",Autumn Wind,06/26/2024,Mendocino,Big River,Commercial Hand Harvest,13,SW,SE,NA,NA,NA,NA,No,39.301781,-123.801393,2,"urchins scattered on rocks and bottom, very small, no feed, no concentrations ",Pacific Rim,06/26/2024,"TT, TJT",1,230.65,5.5,target,Strongylocentrotus purpuratus,1,0,P,42,36.94,46,21,0,0,NA,NA,N,,NA,NA,NA,NA,NA,NA,NA,U,
LH,,"T. Trumpet, TJ. Trumpet",Autumn Wind,06/26/2024,Mendocino,Big River,Commercial Hand Harvest,13,SW,SE,NA,NA,NA,NA,No,39.301781,-123.801393,2,"urchins scattered on rocks and bottom, very small, no feed, no concentrations ",Pacific Rim,06/26/2024,"TT, TJT",1,230.65,5.5,target,Strongylocentrotus purpuratus,1,0,P,43,8.72,29,13,0,0,NA,NA,N,,NA,NA,NA,NA,NA,NA,NA,U,
LH,,"T. Trumpet, TJ. Trumpet",Autumn Wind,06/26/2024,Mendocino,Big River,Commercial Hand Harvest,13,SW,SE,NA,NA,NA,NA,No,39.301781,-123.801393,2,"urchins scattered on rocks and bottom, very small, no feed, no concentrations ",Pacific Rim,06/26/2024,"TT, TJT",1,230.65,5.5,target,Strongylocentrotus purpuratus,1,0,P,44,60.73,56,23,0,0,NA,NA,N,,NA,NA,NA,NA,NA,NA,NA,U,
LH,,"T. Trumpet, TJ. Trumpet",Autumn Wind,06/26/2024,Mendocino,Big River,Commercial Hand Harvest,13,SW,SE,NA,NA,NA,NA,No,39.301781,-123.801393,2,"urchins scattered on rocks and bottom, very small, no feed, no concentrations ",Pacific Rim,06/26/2024,"TT, TJT",1,230.65,5.5,target,Strongylocentrotus purpuratus,1,0,P,45,25.38,40,16,0,0,NA,NA,N,,NA,NA,NA,NA,NA,NA,NA,U,
LH,,"T. Trumpet, TJ. Trumpet",Autumn Wind,06/26/2024,Mendocino,Big River,Commercial Hand Harvest,13,SW,SE,NA,NA,NA,NA,No,39.301781,-123.801393,2,"urchins scattered on rocks and bottom, very small, no feed, no concentrations ",Pacific Rim,06/26/2024,"TT, TJT",1,230.65,5.5,target,Strongylocentrotus purpuratus,1,0,P,46,11.24,31,13,0,0,NA,NA,N,,NA,NA,NA,NA,NA,NA,NA,U,
LH,,"T. Trumpet, TJ. Trumpet",Autumn Wind,06/26/2024,Mendocino,Big River,Commercial Hand Harvest,13,SW,SE,NA,NA,NA,NA,No,39.301781,-123.801393,2,"urchins scattered on rocks and bottom, very small, no feed, no concentrations ",Pacific Rim,06/26/2024,"TT, TJT",1,230.65,5.5,target,Strongylocentrotus purpuratus,1,0,P,47,12.58,31,14,0,0,NA,NA,N,,NA,NA,NA,NA,NA,NA,NA,U,
LH,,"T. Trumpet, TJ. Trumpet",Autumn Wind,06/26/2024,Mendocino,Big River,Commercial Hand Harvest,13,SW,SE,NA,NA,NA,NA,No,39.301781,-123.801393,2,"urchins scattered on rocks and bottom, very small, no feed, no concentrations ",Pacific Rim,06/26/2024,"TT, TJT",1,230.65,5.5,target,Strongylocentrotus purpuratus,1,0,P,48,5.45,24,10,0,0,NA,NA,N,,NA,NA,NA,NA,NA,NA,NA,U,
LH,,"T. Trumpet, TJ. Trumpet",Autumn Wind,06/26/2024,Mendocino,Big River,Commercial Hand Harvest,13,SW,SE,NA,NA,NA,NA,No,39.301781,-123.801393,2,"urchins scattered on rocks and bottom, very small, no feed, no concentrations ",Pacific Rim,06/26/2024,"TT, TJT",1,230.65,5.5,target,Strongylocentrotus purpuratus,1,0,P,49,14.6,32.5,15,0,0,NA,NA,N,,NA,NA,NA,NA,NA,NA,NA,U,
LH,,"T. Trumpet, TJ. Trumpet",Autumn Wind,06/26/2024,Mendocino,Big River,Commercial Hand Harvest,13,SW,SE,NA,NA,NA,NA,No,39.301781,-123.801393,2,"urchins scattered on rocks and bottom, very small, no feed, no concentrations ",Pacific Rim,06/26/2024,"TT, TJT",1,230.65,5.5,target,Strongylocentrotus purpuratus,1,0,P,50,17.66,36,16,0,0,NA,NA,N,,NA,NA,NA,NA,NA,NA,NA,U,
LH,,"T. Trumpet, TJ. Trumpet",Autumn Wind,06/26/2024,Mendocino,Big River,Commercial Hand Harvest,13,SW,SE,NA,NA,NA,NA,No,39.301781,-123.801393,2,"urchins scattered on rocks and bottom, very small, no feed, no concentrations ",Pacific Rim,06/26/2024,"TT, TJT",1,230.65,5.5,target,Strongylocentrotus purpuratus,1,0,P,51,22.4,39,17,0,0,NA,NA,N,,NA,NA,NA,NA,NA,NA,NA,U,
LH,,"T. Trumpet, TJ. Trumpet",Autumn Wind,06/26/2024,Mendocino,Big River,Commercial Hand Harvest,13,SW,SE,NA,NA,NA,NA,No,39.301781,-123.801393,2,"urchins scattered on rocks and bottom, very small, no feed, no concentrations ",Pacific Rim,06/26/2024,"TT, TJT",1,230.65,5.5,target,Strongylocentrotus purpuratus,1,0,P,52,99.85,65,30,0,0,NA,NA,N,,NA,NA,NA,NA,NA,NA,NA,U,
LH,,"T. Trumpet, TJ. Trumpet",Autumn Wind,06/26/2024,Mendocino,Big River,Commercial Hand Harvest,13,SW,SE,NA,NA,NA,NA,No,39.301781,-123.801393,2,"urchins scattered on rocks and bottom, very small, no feed, no concentrations ",Pacific Rim,06/26/2024,"TT, TJT",1,230.65,5.5,target,Strongylocentrotus purpuratus,1,0,P,53,18.33,35,17,0,0,NA,NA,N,,NA,NA,NA,NA,NA,NA,NA,U,
LH,,"T. Trumpet, TJ. Trumpet",Autumn Wind,06/26/2024,Mendocino,Big River,Commercial Hand Harvest,13,SW,SE,NA,NA,NA,NA,No,39.301781,-123.801393,2,"urchins scattered on rocks and bottom, very small, no feed, no concentrations ",Pacific Rim,06/26/2024,"TT, TJT",1,230.65,5.5,target,Strongylocentrotus purpuratus,1,0,P,54,25.48,39,16,0,0,NA,NA,N,,NA,NA,NA,NA,NA,NA,NA,U,
LH,,"T. Trumpet, TJ. Trumpet",Autumn Wind,06/26/2024,Mendocino,Big River,Commercial Hand Harvest,13,SW,SE,NA,NA,NA,NA,No,39.301781,-123.801393,2,"urchins scattered on rocks and bottom, very small, no feed, no concentrations ",Pacific Rim,06/26/2024,"TT, TJT",1,230.65,5.5,target,Strongylocentrotus purpuratus,1,0,P,55,34.72,44,21,0,0,NA,NA,N,,NA,NA,NA,NA,NA,NA,NA,U,
LH,,"T. Trumpet, TJ. Trumpet",Autumn Wind,06/26/2024,Mendocino,Big River,Commercial Hand Harvest,13,SW,SE,NA,NA,NA,NA,No,39.301781,-123.801393,2,"urchins scattered on rocks and bottom, very small, no feed, no concentrations ",Pacific Rim,06/26/2024,"TT, TJT",1,230.65,5.5,target,Strongylocentrotus purpuratus,1,0,P,56,9.08,28,13,0,0,NA,NA,N,,NA,NA,NA,NA,NA,NA,NA,U,
LH,,"T. Trumpet, TJ. Trumpet",Autumn Wind,06/26/2024,Mendocino,Big River,Commercial Hand Harvest,13,SW,SE,NA,NA,NA,NA,No,39.301781,-123.801393,2,"urchins scattered on rocks and bottom, very small, no feed, no concentrations ",Pacific Rim,06/26/2024,"TT, TJT",1,230.65,5.5,target,Strongylocentrotus purpuratus,1,0,P,57,28.82,42,17,0,0,NA,NA,N,,NA,NA,NA,NA,NA,NA,NA,U,
LH,,"T. Trumpet, TJ. Trumpet",Autumn Wind,06/26/2024,Mendocino,Big River,Commercial Hand Harvest,13,SW,SE,NA,NA,NA,NA,No,39.301781,-123.801393,2,"urchins scattered on rocks and bottom, very small, no feed, no concentrations ",Pacific Rim,06/26/2024,"TT, TJT",1,230.65,5.5,target,Strongylocentrotus purpuratus,1,0,P,58,55.78,52,25,0,0,NA,NA,N,,NA,NA,NA,NA,NA,NA,NA,U,
LH,,"T. Trumpet, TJ. Trumpet",Autumn Wind,06/26/2024,Mendocino,Big River,Commercial Hand Harvest,13,SW,SE,NA,NA,NA,NA,No,39.301781,-123.801393,2,"urchins scattered on rocks and bottom, very small, no feed, no concentrations ",Pacific Rim,06/26/2024,"TT, TJT",1,230.65,5.5,target,Strongylocentrotus purpuratus,1,0,P,59,31.11,44,17.5,0,0,NA,NA,N,,NA,NA,NA,NA,NA,NA,NA,U,
LH,,"T. Trumpet, TJ. Trumpet",Autumn Wind,06/26/2024,Mendocino,Big River,Commercial Hand Harvest,13,SW,SE,NA,NA,NA,NA,No,39.301781,-123.801393,2,"urchins scattered on rocks and bottom, very small, no feed, no concentrations ",Pacific Rim,06/26/2024,"TT, TJT",1,230.65,5.5,target,Strongylocentrotus purpuratus,1,0,P,60,24.76,40,20,0,0,NA,NA,N,,NA,NA,NA,NA,NA,NA,NA,U,
LH,,"T. Trumpet, TJ. Trumpet",Autumn Wind,06/26/2024,Mendocino,Big River,Commercial Hand Harvest,13,SW,SE,NA,NA,NA,NA,No,39.301781,-123.801393,2,"urchins scattered on rocks and bottom, very small, no feed, no concentrations ",Pacific Rim,06/26/2024,"TT, TJT",1,230.65,5.5,target,Strongylocentrotus purpuratus,1,0,P,61,29.03,43,18,0,0,NA,NA,N,,NA,NA,NA,NA,NA,NA,NA,U,
LH,,"T. Trumpet, TJ. Trumpet",Autumn Wind,06/26/2024,Mendocino,Big River,Commercial Hand Harvest,13,SW,SE,NA,NA,NA,NA,No,39.301781,-123.801393,2,"urchins scattered on rocks and bottom, very small, no feed, no concentrations ",Pacific Rim,06/26/2024,"TT, TJT",1,230.65,5.5,target,Strongylocentrotus purpuratus,1,0,P,62,10.67,30,12.5,0,0,NA,NA,N,,NA,NA,NA,NA,NA,NA,NA,U,
LH,,"T. Trumpet, TJ. Trumpet",Autumn Wind,06/26/2024,Mendocino,Big River,Commercial Hand Harvest,13,SW,SE,NA,NA,NA,NA,No,39.301781,-123.801393,2,"urchins scattered on rocks and bottom, very small, no feed, no concentrations ",Pacific Rim,06/26/2024,"TT, TJT",1,230.65,5.5,target,Strongylocentrotus purpuratus,1,0,P,63,17.9,34,15,0,0,NA,NA,N,,NA,NA,NA,NA,NA,NA,NA,U,
LH,,"T. Trumpet, TJ. Trumpet",Autumn Wind,06/26/2024,Mendocino,Big River,Commercial Hand Harvest,13,SW,SE,NA,NA,NA,NA,No,39.301781,-123.801393,2,"urchins scattered on rocks and bottom, very small, no feed, no concentrations ",Pacific Rim,06/26/2024,"TT, TJT",1,230.65,5.5,target,Strongylocentrotus purpuratus,1,0,P,64,6.56,25.5,11,0,0,NA,NA,N,,NA,NA,NA,NA,NA,NA,NA,U,
LH,,"T. Trumpet, TJ. Trumpet",Autumn Wind,06/26/2024,Mendocino,Big River,Commercial Hand Harvest,13,SW,SE,NA,NA,NA,NA,No,39.301781,-123.801393,2,"urchins scattered on rocks and bottom, very small, no feed, no concentrations ",Pacific Rim,06/26/2024,"TT, TJT",1,230.65,5.5,target,Strongylocentrotus purpuratus,1,0,P,65,6.51,24,11,0,0,NA,NA,N,,NA,NA,NA,NA,NA,NA,NA,U,
LH,,"T. Trumpet, TJ. Trumpet",Autumn Wind,06/26/2024,Mendocino,Big River,Commercial Hand Harvest,13,SW,SE,NA,NA,NA,NA,No,39.301781,-123.801393,2,"urchins scattered on rocks and bottom, very small, no feed, no concentrations ",Pacific Rim,06/26/2024,"TT, TJT",1,230.65,5.5,target,Strongylocentrotus purpuratus,1,0,P,66,20.99,36,16,0,0,NA,NA,N,,NA,NA,NA,NA,NA,NA,NA,U,
LH,,"T. Trumpet, TJ. Trumpet",Autumn Wind,06/26/2024,Mendocino,Big River,Commercial Hand Harvest,13,SW,SE,NA,NA,NA,NA,No,39.301781,-123.801393,2,"urchins scattered on rocks and bottom, very small, no feed, no concentrations ",Pacific Rim,06/26/2024,"TT, TJT",1,230.65,5.5,target,Strongylocentrotus purpuratus,1,0,P,67,26.48,40,17.5,0,0,NA,NA,N,,NA,NA,NA,NA,NA,NA,NA,U,
LH,,"T. Trumpet, TJ. Trumpet",Autumn Wind,06/26/2024,Mendocino,Big River,Commercial Hand Harvest,13,SW,SE,NA,NA,NA,NA,No,39.301781,-123.801393,2,"urchins scattered on rocks and bottom, very small, no feed, no concentrations ",Pacific Rim,06/26/2024,"TT, TJT",1,230.65,5.5,target,Strongylocentrotus purpuratus,1,0,P,68,18.12,35.5,15.5,0,0,NA,NA,N,,NA,NA,NA,NA,NA,NA,NA,U,
LH,,"T. Trumpet, TJ. Trumpet",Autumn Wind,06/26/2024,Mendocino,Big River,Commercial Hand Harvest,13,SW,SE,NA,NA,NA,NA,No,39.301781,-123.801393,2,"urchins scattered on rocks and bottom, very small, no feed, no concentrations ",Pacific Rim,06/26/2024,"TT, TJT",1,230.65,5.5,target,Strongylocentrotus purpuratus,1,0,P,69,23.81,38,17.5,0,0,NA,NA,N,,NA,NA,NA,NA,NA,NA,NA,U,
LH,,"T. Trumpet, TJ. Trumpet",Autumn Wind,06/26/2024,Mendocino,Big River,Commercial Hand Harvest,13,SW,SE,NA,NA,NA,NA,No,39.301781,-123.801393,2,"urchins scattered on rocks and bottom, very small, no feed, no concentrations ",Pacific Rim,06/26/2024,"TT, TJT",1,230.65,5.5,target,Strongylocentrotus purpuratus,1,0,P,70,21.34,36,17,0,0,NA,NA,N,,NA,NA,NA,NA,NA,NA,NA,U,
LH,,"T. Trumpet, TJ. Trumpet",Autumn Wind,06/26/2024,Mendocino,Big River,Commercial Hand Harvest,13,SW,SE,NA,NA,NA,NA,No,39.301781,-123.801393,2,"urchins scattered on rocks and bottom, very small, no feed, no concentrations ",Pacific Rim,06/26/2024,"TT, TJT",1,230.65,5.5,target,Strongylocentrotus purpuratus,1,0,P,71,21.16,37,20,0,0,NA,NA,N,,NA,NA,NA,NA,NA,NA,NA,U,
LH,,"T. Trumpet, TJ. Trumpet",Autumn Wind,06/26/2024,Mendocino,Big River,Commercial Hand Harvest,13,SW,SE,NA,NA,NA,NA,No,39.301781,-123.801393,2,"urchins scattered on rocks and bottom, very small, no feed, no concentrations ",Pacific Rim,06/26/2024,"TT, TJT",1,230.65,5.5,target,Strongylocentrotus purpuratus,1,0,P,72,42.82,47,22,0,0,NA,NA,N,,NA,NA,NA,NA,NA,NA,NA,U,
LH,,"T. Trumpet, TJ. Trumpet",Autumn Wind,06/26/2024,Mendocino,Big River,Commercial Hand Harvest,13,SW,SE,NA,NA,NA,NA,No,39.301781,-123.801393,2,"urchins scattered on rocks and bottom, very small, no feed, no concentrations ",Pacific Rim,06/26/2024,"TT, TJT",1,230.65,5.5,leftovers,Strongylocentrotus purpuratus,104,0,P,NA,3320,NA,NA,NA,NA,NA,NA,N,NA,NA,NA,NA,NA,NA,NA,NA,U,
LH,,"B. Kohler, G. Trumper",Safari,06/26/2024,Mendocino,Big River,Commercial Hand Harvest,15,SW,SE,NA,NA,NA,NA,No,39.30178,-123.801974,2-3,"mostly smaller purples in this zone, brown 'dust' covering everything on bottom, new green algae growths in patches",Pacific Rim,06/26/2024,"BK, GT",1,301.64,5.1,target,Strongylocentrotus purpuratus,1,0,P,1,69.05,53.5,29,0,0,0.97,1,N,,1,1,0,1,1,0,0,U,
LH,,"B. Kohler, G. Trumper",Safari,06/26/2024,Mendocino,Big River,Commercial Hand Harvest,15,SW,SE,NA,NA,NA,NA,No,39.30178,-123.801974,2-3,,Pacific Rim,06/26/2024,"BK, GT",1,301.64,5.1,target,Strongylocentrotus purpuratus,1,0,P,2,48.84,51,27,0,0,0.34,1,N,,1,1,1,1,1,0,0,U,
